etiket,metin,label,metin_tr,metin_islenmis
ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",0,"Bir Adamın Hüzünlü Hikayesi - Geçen hafta benim doğum günümdü. Eşim beni istemedi. Ailem unuttu ve çocuklarım da unuttu. İşe gittim. Meslektaşlarım bile istemedi. Kamarama girdiğimde PA'm '' Mutlu yıllar Patron !!'' dedi. Kendimi özel hissettim. Benden 4 öğle yemeği istedi. Öğle yemeğinden sonra beni evine davet etti. Oraya gittik. ""Bir dakikalığına yatak odasına gitmemin sakıncası var mı?"" dedi. Seksi bir ruh hali içinde ""Tamam"" dedim. 5 dakika sonra elinde bir pastayla dışarı çıktı... Karım, Ailem, Çocuğum, Arkadaşlarım ve Colle'um",adamın hüzünlü hikayesi geçen hafta benim doğum günümdü eşim beni istemedi ailem unuttu çocuklarım unuttu i şe gittim meslektaşlarım istemedi kamarama girdiğimde pa m mutlu yıllar patron dedi kendimi özel hissettim benden SAYI öğle yemeği istedi öğle yemeğinden sonra beni evine davet etti oraya gittik dakikalığına yatak odasına gitmemin sakıncası dedi seksi ruh hali içinde tamam dedim SAYI dakika sonra elinde pastayla dışarı çıktı karım ailem çocuğum arkadaşlarım colle um
ham,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,0,Bence dürüstlük yoluna gitmelisin. Yarın bankayı ara. Bizi harika insanlar yapan zor kararlardır.,bence dürüstlük yoluna gitmelisin yarın bankayı ara bizi harika insanlar yapan zor kararlardır
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,1,1. hafta ÜCRETSİZ! No1 Nokia tone 4 mafyanıza her hafta NOKIA'ya 87077'ye mesaj gönderin. Mesaj atın ve arkadaşlarınıza söyleyin. zed POBox 36504 W45WQ normu150p/ton 16+,SAYI hafta ücretsi z no SAYI nokia tone SAYI mafyanıza hafta nokia SAYI ye mesaj gönderin mesaj atın arkadaşlarınıza söyleyin zed pobox SAYI w SAYI wq normu SAYI p ton SAYI
ham,No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.,0,Hayır. Uzmanlık değil. Çalışabilir ama köle emeğidir. Bu ay onu arayacağım çünkü shakara 4 dilenci yok.,hayır uzmanlık değil çalışabilir köle emeğidir ay onu arayacağım çünkü shakara SAYI dilenci
ham,Is she replying. Has boye changed his phone number,0,Cevap veriyor mu? Boye telefon numarasını mı değiştirdi?,cevap veriyor boye telefon numarasını değiştirdi
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",0,"1) Mesaj yazmaya gidin 2) Sözlük modunu açın 3) Ekranı elinizle kapatın, 4) &lt;#&gt; . 5) Elinizi yavaşça çekin.. İlginç.. :)",SAYI mesaj yazmaya gidin SAYI sözlük modunu açın SAYI ekranı elinizle kapatın SAYI lt gt SAYI elinizi yavaşça çekin i lginç
ham,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,0,merhaba sevgilim Londra'ya gidiyorum ve az önce başka bir sürücü bize çarptı! ve büyük bir göçük var! seni gerçekten özledim ne yapıyorsun? xxx,merhaba sevgilim londra gidiyorum az önce başka sürücü bize çarptı büyük göçük seni gerçekten özledim yapıyorsun xxx
ham,"Nothing really, just making sure everybody's up to speed",0,"Aslında hiçbir şey yok, sadece herkesin güncel olduğundan emin olmak istiyorum",aslında şey sadece herkesin güncel olduğundan emin olmak istiyorum
ham,I'm not coming home 4 dinner.,0,4 akşam yemeğinde eve gelmeyeceğim.,SAYI akşam yemeğinde eve gelmeyeceğim
ham,"Thank you. And by the way, I just lost.",0,"Teşekkür ederim. Ve bu arada, yeni kaybettim.",teşekkür ederim arada yeni kaybettim
ham,Yes.he have good crickiting mind,0,"Evet, iyi bir kriket zekası var",evet iyi kriket zekası
ham,Thx. All will be well in a few months,0,Teşekkür. Birkaç ay içinde her şey düzelecek,teşekkür birkaç ay içinde şey düzelecek
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",1,"Gelene kadar alışveriş yapın, SİZ MİSİNİZ, 10K, 5K, 500£ Nakit ya da 100£ Seyahat çeki, Hemen arayın, 09064011000. NTT Posta Kutusu CR01327BT sabit hat Maliyet 150 ppm mobil değişiklik gösterir",gelene alışveriş yapın si z si ni z SAYI k SAYI k SAYI nakit SAYI seyahat çeki hemen arayın SAYI ntt posta kutusu cr SAYI bt sabit hat maliyet SAYI ppm mobil değişiklik gösterir
ham,"CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO",0,"LÜTFEN ŞİMDİ GELEBİLİR MİYİM ŞEHİRDE. URGOIN OUTL8R İSE ÖNEMLİ DEĞİL, SADECE GERÇEKTEN 2DOCD'YE İHTİYACIM VAR. LÜTFEN LÜTFEN ÇAĞRILARIMI GÖZDEN GEÇİRMEYİN, U NO CD ISV. ÖNEMLİ TOME 4 2MORO",lütfen şi mdi gelebi li r yi m şehi rde urgoin outl SAYI r i se önemli deği l sadece gerçekten SAYI docd ye i hti yacim lütfen lütfen çağrilarimi gözden geçi rmeyi n u no cd isv önemli tome SAYI SAYI moro
ham,I wont. So wat's wit the guys,0,Yapmayacağım. Peki adamlar ne durumda?,yapmayacağım peki adamlar durumda
ham,Yavnt tried yet and never played original either,0,Yavnt henüz denemedi ve orijinali de hiç oynamadı,yavnt henüz denemedi orijinali oynamadı
ham,"Hiya, had a good day? Have you spoken to since the weekend?",0,"Merhaba, iyi bir gün mü geçirdiniz? Hafta sonundan beri konuştunuz mu?",merhaba iyi gün geçirdiniz hafta sonundan beri konuştunuz
ham,See? I thought it all through,0,Görmek? baştan sona düşündüm,görmek baştan sona düşündüm
ham,I'm at work. Please call,0,İşteyim. Lütfen arayın,i şteyim lütfen arayın
ham,get ready to moan and scream :),0,İnlemeye ve çığlık atmaya hazır olun :),i nlemeye çığlık atmaya hazır olun
ham,Oh k :)why you got job then whats up?,0,Oh k :) neden işe alındın o zaman naber?,oh k neden işe alındın zaman naber
ham,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",0,Öyle düşünmüyorum. Okul gecesi o kadar geç saatte dışarı çıkmana gerek yok. ÖZELLİKLE sahip olduğunuz tek ders geçen çarşamba günü kaçırdığınız ve muhtemelen cuma günkü sınavda başarısız olduğunuz ders olduğunda,öyle düşünmüyorum okul gecesi geç saatte dışarı çıkmana gerek özelli kle sahip olduğunuz tek ders geçen çarşamba günü kaçırdığınız muhtemelen cuma günkü sınavda başarısız olduğunuz ders olduğunda
ham,And popping &lt;#&gt; ibuprofens was no help.,0,Ve &lt;#&gt; ibuprofenlerin faydası olmadı.,lt gt ibuprofenlerin faydası olmadı
ham,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",0,Bebeğim! O gün nasıl geçiyor? Ne yapıyorsun ? Neredesin ? Kapuçinomu yudumluyorum ve seni düşünüyorum aşkım... Sana denizin öte yanından bir öpücük yolluyorum,bebeğim gün nasıl geçiyor yapıyorsun neredesin kapuçinomu yudumluyorum seni düşünüyorum aşkım sana denizin öte yanından öpücük yolluyorum
ham,Ok.,0,Tamam.,tamam
ham,PS U no ur a grown up now right?,0,PS Artık büyümüş değilsin değil mi?,ps artık büyümüş değilsin değil
ham,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",0,"Çin Mahallesi'nde yulaf lapası, çömlek pirinci, tatlı patates keki, balık kafalı arı kovanı var... Ya ucuza yeriz, cafe n tok'a gideriz ya da nydc'ye falan gideriz...",çin mahallesi nde yulaf lapası çömlek pirinci tatlı patates keki balık kafalı arı kovanı ucuza yeriz cafe n tok a gideriz nydc ye falan gideriz
ham,I know a few people I can hit up and fuck to the yes,0,Evet'e kadar vurabileceğim ve sikişebileceğim birkaç kişi tanıyorum,evet e vurabileceğim sikişebileceğim birkaç kişi tanıyorum
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,0,"İkili arasındaki dostluğun saflığı, kendisine iletilen mesajı okuduktan sonra gülümsemek değil, sadece ismini görünce gülümsemektir. Tanrım akşam",i kili arasındaki dostluğun saflığı kendisine iletilen mesajı okuduktan sonra gülümsemek değil sadece ismini görünce gülümsemektir tanrım akşam
ham,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck,0,Jaklin konusunda yapmam gereken özel bir şey var mı yoksa ne olduğunu bilmiyorum,jaklin konusunda yapmam gereken özel şey yoksa olduğunu bilmiyorum
ham,Oh god. I'm gonna Google nearby cliffs now.,0,Aman tanrım. Şimdi yakındaki kayalıkları Google'da arayacağım.,aman tanrım şimdi yakındaki kayalıkları google arayacağım
spam,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,1,"ÜCRETSİZ kameralı telefonlar, 750 çapraz NTWK dakika ile 4,49/ay'dan başlayan fiyatlarla kiralanabilir. 1/2 fiyatlı txt paketi fırsatları da mevcuttur. 08001950382'yi arayın veya call2optout/J MF'yi arayın",ücretsi z kameralı telefonlar SAYI çapraz ntwk dakika SAYI SAYI ay dan başlayan fiyatlarla kiralanabilir SAYI SAYI fiyatlı txt paketi fırsatları mevcuttur SAYI yi arayın call SAYI optout j mf yi arayın
ham,Yup i shd haf ard 10 pages if i add figures... Ü all got how many pages?,0,"Evet, rakamları eklersem 10 sayfam olur... Hepinizin kaç sayfası var?",evet rakamları eklersem SAYI sayfam olur hepinizin kaç sayfası
ham,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. ",0,"Ooh, 4'üm var, Moseley düğünlerinde 6.30'da oryantal dansa başlayacağım, eğer bana 2 kişi katılmak istersen, onların da bir kafesi var.",ooh SAYI üm moseley düğünlerinde SAYI SAYI oryantal dansa başlayacağım eğer bana SAYI kişi katılmak istersen onların kafesi
ham,Thankyou so much for the call. I appreciate your care.,0,Aradığınız için çok teşekkür ederim. İlginizi takdir ediyorum.,aradığınız teşekkür ederim i lginizi takdir ediyorum
ham,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,0,Tebrikler! Tedaviniz bekleniyor. 2 gün boyunca postalarda değilim. Bir kez posta yoluyla göndereceğim. Evde anneye saygı gösterin. Postaları kontrol edin.,tebrikler tedaviniz bekleniyor SAYI gün boyunca postalarda değilim kez posta yoluyla göndereceğim evde anneye saygı gösterin postaları kontrol edin
ham,I called but no one pick up e phone. I ask both of them already they said ok.,0,Aradım ama kimse telefonu açmıyor. İkisine de sordum zaten tamam dediler.,aradım kimse telefonu açmıyor i kisine sordum zaten tamam dediler
ham,Hi my email address has changed now it is ,0,Merhaba eposta adresim değişti artık,merhaba eposta adresim değişti artık
ham,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy ""VALENTINES DAY"" in advance",0,"Değerli. Çok şefkatli. L-sevimli. Sonsuz. Soylu. Acımasız. Samimi. Doğal. E-adlı. Şimdiden ""SEVGİLİLER GÜNÜ"" kutlu olsun",değerli şefkatli l sevimli sonsuz soylu acımasız samimi doğal e adlı şimdiden sevgi li ler günü kutlu olsun
ham,"Not much, just some textin'. How bout you?",0,"Fazla değil, sadece biraz mesaj atıyorum. Peki ya sen?",fazla değil sadece biraz mesaj atıyorum peki
ham,Bring it if you got it,0,Aldıysan getir,aldıysan getir
ham,I'm in a movie. Call me 4 wat?,0,Bir filmin içindeyim. Bana 4 saat ne dersin?,filmin içindeyim bana SAYI saat dersin
ham,Not sure I have the stomach for it ...,0,Bunu kaldıracak midem olduğundan emin değilim...,bunu kaldıracak midem olduğundan emin değilim
ham,Haha... can... But i'm having dinner with my cousin...,0,Haha... olabilir... Ama kuzenimle akşam yemeği yiyorum...,haha olabilir kuzenimle akşam yemeği yiyorum
ham,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""",0,"Bir çocuk eve 2 geç kalmıştı. Babası: ""DOSTLUK GÜCÜ""",çocuk eve SAYI geç kalmıştı babası dostluk gücü
ham,"(And my man carlos is definitely coming by mu tonight, no excuses)",0,"(Ve adamım Carlos bu gece kesinlikle bana gelecek, mazeret yok)",adamım carlos gece kesinlikle bana gelecek mazeret
ham,soon you will have the real thing princess! Do i make you wet? :),0,yakında gerçek şeye sahip olacaksın prenses! seni ıslatayım mı? :),yakında gerçek şeye sahip olacaksın prenses seni ıslatayım
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,0,Raji..lütfen bana bir iyilik yap. Lütfen Nimya'ya doğum günü dileklerimi iletin. Lütfen. Bugün onun doğum günü.,raji lütfen bana iyilik yap lütfen nimya doğum günü dileklerimi iletin lütfen bugün onun doğum günü
ham,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",0,"Haha, bacaklarım ve boynum beni öldürüyor ve arkadaşlarım geceyi yanıkla bitirmeyi umuyorlar, bir saat içinde uğrayabilir miyim sence?",haha bacaklarım boynum beni öldürüyor arkadaşlarım geceyi yanıkla bitirmeyi umuyorlar saat içinde uğrayabilir miyim sence
spam,"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",1,"ACİL! 07xxxxxxxxx numaralı cep telefonunuz 02/06/03 tarihinde 2.000 £ bonus arayan ödülü kazandı! bu SİZE ulaşmak için 2. girişimim! En kısa zamanda 09066362231'i arayın! BOX97N7QP, 150PPM",aci l SAYI xxxxxxxxx numaralı cep telefonunuz SAYI SAYI SAYI tarihinde SAYI SAYI bonus arayan ödülü kazandı si ze ulaşmak SAYI girişimim kısa zamanda SAYI i arayın box SAYI n SAYI qp SAYI ppm
ham,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,0,"Genellikle vücut, ilerlememesini sağlamak için onunla ilgilenir. Bu konuşmaya cumartesi günü devam edebilir miyiz lütfen?",genellikle vücut ilerlememesini sağlamak onunla ilgilenir konuşmaya cumartesi günü devam edebilir miyiz lütfen
spam,"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",1,"ACİL!! 4* Costa Del Sol Tatiliniz veya £5000'iniz tahsil edilmeyi bekliyor. Talep için hemen 09050090044'ü arayın. SAE, TC s, POBox334, Stockport, SK38xh, Maliyet £1,50/pm, Maksimum 10 dakika",aci l SAYI costa del sol tatiliniz SAYI iniz tahsil edilmeyi bekliyor talep hemen SAYI ü arayın sae tc s pobox SAYI stockport sk SAYI xh maliyet SAYI SAYI pm maksimum SAYI dakika
ham,"Hmm well, night night ",0,"Hımm peki, iyi geceler",hımm peki iyi geceler
ham,Just wanted to say holy shit you guys weren't kidding about this bud,0,"Sadece şunu söylemek istedim, siz bu tomurcuk hakkında şaka yapmıyorsunuz",sadece şunu söylemek istedim tomurcuk hakkında şaka yapmıyorsunuz
ham,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",0,"Şu anda kolajlarımla biraz sanatsal olmaya çalışıyorum, iki farklı şekilde deneyeceğiz! Bir dakika içinde kızartmam var, çok hoş, bundan keyif alacağım!",şu anda kolajlarımla biraz sanatsal olmaya çalışıyorum iki farklı şekilde deneyeceğiz dakika içinde kızartmam hoş bundan keyif alacağım
ham,"This is one of the days you have a billion classes, right?",0,"Bu, milyarlarca dersinizin olduğu günlerden biri, değil mi?",milyarlarca dersinizin olduğu günlerden biri değil
ham,"Goodmorning, today i am late for 2hrs. Because of back pain.",0,Günaydın bugün 2 saat geciktim. Sırt ağrısı yüzünden.,günaydın bugün SAYI saat geciktim sırt ağrısı yüzünden
ham,Ok then i'll let him noe later n ask him call u tmr...,0,Tamam o zaman ona daha sonra izin vereceğim ve seni aramasını isteyeceğim...,tamam zaman ona sonra izin vereceğim seni aramasını isteyeceğim
